venue_id,overture_name,yelp_name,yelp_id,yelp_rating,yelp_review_count,match_confidence
240634,The Good Feet Store,The Good Feet Store,oyeQJrF4Kf0oLY0oIc3J6g,3.5,10,100.0
240636,A+ Refrigeration Heating Air Conditioning,A+ Refrigeration Heating & Air Conditioning,5FI87fLU-GkzSSusjnsJlg,3.0,18,97.61904761904762
240641,Town & Country Event Rentals,Town and Country Event Rentals,KSwm9WA4we2qi4TmMASNfA,5.0,5,93.10344827586206
240644,Detail Pros,Detail Pros,1KvJOwCPsnpuKKFRohkuhw,5.0,17,100.0
240645,Aussie Moving,Aussie Moving,qjstXewt23oCZnf86CsHXg,4.5,32,100.0
240646,Luna Grill,Luna Grill,PHSda9zEwtFicCICD6TP1A,4.0,225,100.0
240648,Ageless Men's Health-s,Ageless Men's Health,pLHxbW7uDgBN3EMqGuNp9A,4.0,7,95.23809523809523
240651,United Airlines,United Airlines,Ji3_qwy36vG5_2Q4EONE_w,2.0,17,100.0
240652,Rusty's Pizza Parlor,Rusty's Pizza Parlor,C-aATB7SbuwMBPN5dgjghQ,3.0,127,100.0
240654,The Winehound,The Winehound,68hzATbPYhATdzuNeqW4aw,4.0,11,100.0
240655,Chick-fil-A,Chick-fil-A,NuMR1xJu6Ewxaicc4yLOFw,4.0,232,100.0
240656,Jeannine's American Bakery & Restaurant,Jeannine’s American Bakery & Restaurant,L4-_gPiqsuX50JN_-qUhNQ,5.0,41,97.43589743589743
240661,Sandpiper Lodge,Sandpiper Lodge,MfyUK58sdUokMdIZNdem0w,2.5,186,100.0
240662,Wash n' Go,Wash N' Go,IOv-FjdDoTZmnJ_PmhBjwg,4.0,134,100.0
240663,Sun Sushi,Sun Sushi,jR3sTUWCPuOCWpdm8Pn-wQ,4.5,270,100.0
240664,Santa Barbara Sleep Shops,Santa Barbara Smog Shop,iigLynl9vDkg6OC2-mNNWw,5.0,83,83.33333333333334
240665,Jeannine's Restaurant & Bakery,Jeannine's American Bakery Restaurant,Hj44PIrCtv61ETVclzLMwg,4.0,380,86.56716417910448
240666,San Roque Post Office,US Post Office,drHADXmuEUHWCGQg2qmBQg,4.5,6,80.0
240668,The Gem Shop,The Gem Shop,qdS1Mg40l-pB_G9EM4YaSQ,5.0,15,100.0
240670,From The Home & Closet,From The Home & Closet,ie3ULctisU2ZWBCY-D2DbA,4.0,5,100.0
240672,Skin Deep,Skin Deep,bC6H-u79_fyLVZwx-N6riQ,4.0,69,100.0
240673,Mick's Macs,Mick's Macs,xDmo2aeQ4oXBdOTR9rZhBg,4.5,30,100.0
240676,MacMechanic,MacMechanic,PRbGgG9So6TZaaKcQbybqg,4.5,91,100.0
240677,Paul Cashman State Farm Insurance Agent,Paul Cashman - State Farm Insurance Agent,IoY4eO8SXWUUNQqd40Edjg,4.0,21,97.5
240680,Miso Hungry,Miso Hungry,LdXB3D3gl3ckxZutLmen1g,4.0,274,100.0
240681,Baskin-Robbins,Baskin Robbins,ZyplC1MYtyPS3dxuBTLziA,3.0,29,92.85714285714286
240682,Tee-Off Restaurant and Lounge,Tee-Off Restaurant and Lounge,rPVmM0aJbC6lU_mnDiZ2Rw,4.0,213,100.0
240683,Modern Nails,Modern Nails,qD6lkJ8u5Qj9KJsIpyFtew,4.0,193,100.0
240685,Subway,Subway,Hqz96v1ymucUKNzIWfEKXw,3.0,5,100.0
240686,Rudy's Restaurant,Rudy's Restaurant No 1,ziXR7sUrbKRCNeDqfjibUg,4.0,262,87.17948717948718
240687,Magic Nails,Magic Nails,OumIhFH3wVjgKxXGluF67g,3.0,33,100.0
240691,Educated Car Wash,Educated Car Wash,iTVqzGrt98xR1c5a2pgxfQ,2.0,211,100.0
240693,Law Office of Lauren Rode,Law Office of Lauren Rode,Z0E-2iUKKIdAlO6nEN63rA,4.5,8,100.0
240696,Medicine Shoppe,The Medicine Shoppe,xgcLdtQaOsWbym_w2HjpDg,4.0,6,88.23529411764706
240698,Supercuts,Supercuts,t1GI_XU8ynUMlKbB1aRDHg,3.0,40,100.0
240700,Il Fustino,il Fustino,1XoX4eLYyfK4b8l_TqiPUg,4.5,28,100.0
240703,Gem Shop,The Gem Shop,qdS1Mg40l-pB_G9EM4YaSQ,5.0,15,80.0
240704,Via Maestra 42,Via Maestra 42,54oLdsGU9B8HxFTqCCqV-A,4.5,589,100.0
240705,One Hour Martinizing,One Hour Martinizing,j5L5ymg1YwIHQ6mgaElJqQ,2.0,13,100.0
240708,Don's Heating and Air Conditioning,Don's Heating & Air Conditioning,yMe-KX5-Gr1TGR7UhG8Gaw,4.5,9,90.9090909090909
240711,Farmer Boy,Farmer Boy,7IdIGemGZodDAA_9mJCigA,4.0,255,100.0
240715,ClassCyc Fitness,ClassCyc Fitness,lPe5tzC6kZf_qZBNUPpAcA,5.0,8,100.0
240717,Evan's Relaxing Station,Evan's Relaxing Station,1CJyrUUgy3NRGpR-DGfJOg,4.0,96,100.0
240718,Evans Station,Java Station,Z0mBsgDzDnFAEC5o4X6G9g,3.5,196,80.0
240719,Shintori Sushi Factory,Shintori Sushi Factory,6smGb7xv5fDbBsLgW1WC2w,3.5,185,100.0
240720,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf,6afesz8yZhjOgijkWl4jig,3.5,77,100.0
240721,Federal Drug,Federal Drug Co.,pAaK7EHmzwxm55T_jHuPjQ,4.0,23,85.71428571428572
240724,Starbucks,Starbucks,KiE0h68HGOO7ZXAqkMBdiw,2.5,35,100.0
240725,Colonic Santa Barbara,Couch Santa Barbara,5MZzFu2uZeRIUv1z0SiqNg,4.5,16,85.0
240728,"Nu Image Ad Group, Inc.",Nu Image Ad Group,vz94tAw_mHspyBSES8tiQg,5.0,7,85.0
240729,Evans Relaxing Station Inc,Evan's Relaxing Station,1CJyrUUgy3NRGpR-DGfJOg,4.0,96,89.79591836734694
240731,White & Grube Orthodontics,White & Grube Orthodontist,IlsxlSUl9-s3PmiVzVKGzg,5.0,36,96.15384615384616
240734,Color Room,The Color Room,UMxT_GXF1gEoEC5cHky8Gg,4.5,136,83.33333333333334
240739,Rainbow Nails,Rainbow Nails,5d-fkQteaqO6CSCqS5q4rw,4.5,49,100.0
240740,Tammy Dobrotin - State Farm Insurance Agent,Tammy Dobrotin - State Farm Insurance Agent,RcAv4B2kZgmb-igVKDvcJQ,4.5,20,100.0
240743,Santa Barbara Spa,Santa Barbara Spa,QwYRo9G4GsSRG3zvxCuFHw,5.0,13,100.0
240744,Quality Inn Santa Barbara,Quality Inn Santa Barbara,PvCCwun_1sD5Vg6GDguw3g,3.0,60,100.0
240746,Pure Way of Santa Barbara,Segway of Santa Barbara,-mHLlBqekJe_VC61ouI9yA,5.0,165,83.33333333333334
240748,Federal Drug Company,Federal Drug Co.,pAaK7EHmzwxm55T_jHuPjQ,4.0,23,83.33333333333334
240749,Montecito Village Travel,Montecito Village Travel,JjNejuk84OdPCJsmYMK4iA,4.5,9,100.0
240750,7 Day Nursery,7 Day Nursery,WC53Z0z4g1wauYe3xnhSGQ,4.0,30,100.0
240751,Norvell Bass Cleaners,Norvell Bass Cleaners,KBDM9Pab3F8_tzoUWvDBrQ,2.5,27,100.0
240752,Jersey Mike's,Jersey Mike's Subs,qx2YTFXfVDwQUfOeWCFfbw,3.0,43,83.87096774193549
240754,Franceschi Park,Franceschi Park,VeIrgRMOK_0ZToziUd2kUA,4.5,26,100.0
240756,Toast Design Studio,Toast Design Studio,G8wRT1dpNhvPH7LsyS1XLw,5.0,10,100.0
240758,The Plumbing Factory,The Plumbing Factory,TwiV_HehfoXJzhZaDGY4mQ,5.0,10,100.0
240759,Sunrise Chiropractic,English Chiropractic,2mzv7C4Dbctw5hnd4tx2gA,5.0,5,80.0
240760,Santa Barbara Auto Stereo & Wireless,Santa Barbara Auto Stereo & Wireless,3Z1IJ0Yxr0X8IpHAbvHItQ,4.5,60,100.0
240763,McKenzie Park,Mackenzie Park,knT83yklXA3_9BVQYLXTBQ,4.0,11,96.2962962962963
240766,Zen Spa Santa Barbara,Santa Barbara Spa,QwYRo9G4GsSRG3zvxCuFHw,5.0,13,89.47368421052632
240768,Enterprise Rent-A-Car,Enterprise Rent-A-Car,vTKvukNEAErW24Y6QxKDKw,3.5,17,100.0
240770,First Bank,First Bank,0TQKTAd22BEaRbKTUPCyFw,2.5,10,100.0
240772,Healthy Pet,Healthy Pet,KuKOSr4ueomTctc23KJHRw,5.0,44,100.0
240773,Panoyan Custom Tailoring and Men's Wear,Panoyan Custom Tailoring and Men's Wear,qISHFz2ioPRyjHOB77xzvw,4.5,12,100.0
240774,MedCenter Inc,Medcenter,OtkrobPZTiueRDCDYBDV-g,2.5,21,81.81818181818181
240775,medcenter,Medcenter,OtkrobPZTiueRDCDYBDV-g,2.5,21,100.0
240777,Verizon,Verizon,9coQY05SXPMBGKHcVXWFMw,2.5,83,100.0
240779,Trimm - Salon & Color Bar,TRiMM Salon Color Bar,3vVFJ93wUPYqdVQ5Cf5z6Q,5.0,51,91.30434782608697
240783,Jade Restaurant,Jade Restaurant,KU4zXPo6v8c3N_l14wivQA,3.5,15,100.0
240785,iGrill Korean BBQ,iGrill Korean BBQ,rU8HgGMR8Qd8_SkvKANdEA,2.5,65,100.0
240786,Royal Thai Massage,Royal Thai Massage,hxZ-5CYuCbX_eb2vZbx20A,5.0,241,100.0
240787,Uptown Lounge,Uptown Bar & Lounge,-NXRuUsazxXZZ_OHwmtYtw,4.0,138,81.25
240788,Shell,Shell,FVu6kUpm_e8jj6pPj_DwvQ,2.5,14,100.0
240789,BevMo,Bev Mo,eneANX6b3SuFqxvRIb4yeg,3.0,37,90.9090909090909
240790,Dermatology & Allergy Clinic For Animals,Dermatology & Allergy Clinic For Animals,-j-AfgDcaCaWPXIe0yaqCg,4.0,5,100.0
240796,Whitehouse Florist,Whitehouse Florists,ebj9-iotaRzsVjesD8xKZQ,4.5,20,97.2972972972973
240797,Adobe Pet Hospital,Adobe Pet Hospital,BTV1oCzHcguAMs6JnEX3rw,4.5,42,100.0
240799,Salon Patine,Salon Patine,acGar5SCfNF2v2Vx7EX6dQ,4.5,267,100.0
240801,Santa Barbara Nails,Santa Barbara Nails,GctpGtQPijpg3uTjzOrafQ,4.0,30,100.0
240802,San Roque Pet Hospital,San Roque Pet Hospital,HjFBTNeRyy7zLSIpWap9bA,3.5,66,100.0
240803,R Salon,Mi Salon,9vH3pJlBjfhi8HFlX9EB1w,4.5,110,80.0
240804,El Pollo Loco,El Pollo Loco,xv_nZ8E7DFiKDjFi9syKsQ,2.5,56,100.0
240809,Santa Barbara Signs & Graphics,Santa Barbara Signs & Graphics,oiiIh53Xm1K1y9q-FQqdGw,4.5,14,100.0
240810,The Color Room,The Color Room,UMxT_GXF1gEoEC5cHky8Gg,4.5,136,100.0
240812,CircaTerra Travel Outfitters,Circaterra Travel Outfitters,4xZNjdj6EmSDsDb7yrYb8w,5.0,8,100.0
240818,Giovanni's of Santa Barbara,Giovanni's of Santa Barbara,XHxAIQR-QAz6j1RMaz_J1A,3.5,131,100.0
240819,Domino's Pizza,Domino's Pizza,vTXNVK73GOvVb3js4w8SLg,2.5,39,100.0
240820,Best Nails,Best Nails,zE93moUe9HRKdHjZsAQY4Q,3.5,60,100.0
240821,Santa Barbara Birth Center,Santa Barbara Birth Center,sBjorfvlx5fHdb_W6fSZvg,5.0,18,100.0
240822,Giovanni's Pizza,Giovanni's Pizza,MnAn9IDCGMTXFqUqJ5P53Q,3.5,83,100.0
240824,Tiburon Tavern,Tiburon Tavern,Pjurvl_qc3IEMxW38Kj3tg,4.0,46,100.0
240826,Crystal Chiropractic,Mesa Chiropractic,UYv5eH0QVoMot5h-MFkJcw,4.0,11,81.08108108108108
240828,State Street Jewelry and Loan,State Street Jewelry and Loan,8r9Itqev8bmAzIzxYzMJCA,4.0,14,100.0
240829,Today Nails,Todays Nails,dEhVyrZvxw6H-Y1qGoMxkw,4.0,49,95.65217391304348
240830,Kimchi Korean BBQ,Kimchi Korean BBQ,SsHMgOW3TT48Z7jeV5beqQ,4.0,312,100.0
240831,Enterprise,Enterprise Fish,a32M9H9nkkPGKTKB5W27NA,3.5,1094,80.0
240832,ARCO,ARCO,akjci9MICIgNnUYJdr8mXg,2.0,9,100.0
240838,Santa Barbara Real Estate,Santa Barbara Orchid Estate,X9eQxXnIAViTIlRtBRkqvQ,4.0,36,84.61538461538461
240842,San Roque Patio Florist,San Roque Florist,E5j09uMSJmVV7onkIKPIpQ,2.5,15,85.0
240848,II Fustlno,il Fustino,1XoX4eLYyfK4b8l_TqiPUg,4.5,28,80.0
240849,California Wood Fired Catering,California Wood-Fired Catering,8QvcM8Nvwite-DOgdYllOw,4.5,5,83.33333333333334
240852,"Tri County Blinds, Drapes & Shutters","Tri County Blinds, Drapes & Shutters",ni3z9JfXecOGgdcpU6VWzA,4.0,23,100.0
240854,Humphreys Rain Gutters,Humphreys Rain Gutters,L5bUEcnzzejQp0rh_F2hTw,5.0,8,100.0
240856,Everclear Pool Service,Everclear Pool Service,LVl6J0ld43IfHlOK2u5wpQ,5.0,5,100.0
240859,Union Bank,Union Bank,YW9bxMWQ3lUoi64lirtZYg,3.0,5,100.0
240860,SB Chauffeuring & Tours ®,SB Chauffeuring & Tours,l0MYvo9VPUN-gnlAhg11UQ,4.5,61,95.83333333333334
240862,Tolan & Associates,Tolan & Associates,6g3P8EoMq0EVvjk7COymdQ,5.0,6,100.0
240864,Coach,Coach,pKWxpYsS-z6D5FMKfOGuIA,4.0,33,100.0
240865,Jack in the Box,Jack in the Box,fHUAs1ec568wu-a_mRq7Rw,1.5,49,100.0
240867,Taco Bell,Taco Bell,OdRkeCycTpMRow9XUXVNWw,2.0,5,100.0
240868,Fidelity Investments,Fidelity Investments,Uvz7AkdcreWL2jyK6h-1Vw,2.5,7,100.0
240869,Ruth's Chris Steak House,Ruth's Chris Steak House,jMAQupx06hHjie54wV2yNQ,4.5,15,100.0
240871,Nutrishop,Nutrishop,aIDRH4eKKBV0Je_W4y83sw,4.5,48,100.0
240874,Riverblue Salon Spa,Riverblue Salon Spa,a1mWf5XQqhMceRZWRYPcGw,4.5,71,100.0
240876,Peet's Coffee,Peet's Coffee,p2kC-cD22QAQzIGD8ZuqFA,4.0,73,100.0
240878,Champagne Nail Bar,Champagne Nail Bar,caYZsADRN8VqOoWGHAEu8w,4.5,194,100.0
240881,The Marc,The Marc,sHxiSOBc6jQKGbGGYoDCpQ,3.0,8,100.0
240883,Massage Envy - Santa Barbara,Massage Envy - Santa Barbara,pJpNhr4Ikoz_2OHOjB8OmQ,3.0,69,100.0
240886,Neptune Society,Neptune Society,eX7cchZJY6aCEmObk7Aipg,2.5,24,100.0
240888,Tax Offices of Joel Perez,"Tax Offices of Joel Perez, EA",hlZRY9NqVVsHDxMjNoiaJQ,5.0,22,92.5925925925926
240889,United Blood Services,United Blood Services,bvZQLlR_TO42ogAkuE2Oog,4.5,15,100.0
240891,Dutch Garden Restaurant,Dutch Garden Restaurant,INaAIFXWueRVjgmuNtJTEw,4.5,151,100.0
240892,The Riv,The Riv,_E30xjAy_RRQuOeQrNOOGA,4.0,17,100.0
240894,Highway 1 Santa Barbara,Santa Barbara Gas,7YNFCvQcWMVYMAWbKSBDMg,3.0,19,80.0
240895,U-Haul Storage of Santa Barbara,U-Haul Storage of Santa Barbara,shOZD2KdrHEzd7KOeEfLbA,2.5,20,100.0
240906,Jiffy Lube,Jiffy Lube,oQl9X8cK3BxpLl6hN4u-xA,3.5,146,100.0
240909,Safety Matters Certified Training,Safety Matters Certified Training,hkTSNqeVD0U8-nVGojWL3A,5.0,17,100.0
240911,ServiceMaster Clean,ServiceMaster Anytime,q7K3uHKzxQc2HUdqR8mThg,2.0,20,80.0
240915,Tremblay Financial Services,Tremblay Financial Services,Lsobf10iNVfWUt3_PBIDyg,3.0,9,100.0
240919,Chuck's of Hawaii,Chuck's of Hawaii,ERzIS-WRLw-80_B4yqcG3Q,3.5,260,100.0
240921,Meineke Car Care Center,Meineke Car Care Centers,wMG7vnGBKo-xWkV8FSMecA,3.0,131,97.87234042553192
240926,Stevens & Associates Insurance Agency,Stevens & Associates Insurance Agency,SZfiLIMdQ52TCTpDzJtkVw,4.0,17,100.0
240927,SB Sunshine Cafe,SB Sunshine Cafe,1Du1NruqJwxnzgEUHc42Jw,4.5,208,100.0
240930,Little Rainbow Foot Spa,Little Rainbow Foot Spa,pnsVI4jbOGwzDk5GlHQT5Q,3.5,69,100.0
240931,Studio One Hair Design,Studio One Hair Design,fsq25qCrUyXQqmLfcANl9w,3.5,15,100.0
240932,Open Air Bicycles,Open Air Bicycles,xc2n_h3s9kvTABsHrXk0sQ,3.5,49,100.0
240933,Oasis Inn and Suites,Oasis Inn and Suites,69O7BOmGCpfZ9tzQdLtnjw,2.5,103,100.0
240934,Sunset Motel,Sunset Motel,L4KmO9khg-x19gXaDhgsLA,2.5,61,100.0
240938,Santa Barbara Children's Dentistry,Santa Barbara Children's Dentistry,skHwbb-SxqFeKHNemu1m8w,5.0,8,100.0
240940,Berkshire Hathaway HomeServices California Properties,Ali Evans -Berkshire Hathaway HomeServices California Properties,6rs7cK0EblZuNLlQAWchXQ,5.0,26,90.5982905982906
240943,Alisa Pepper,Alisa Pepper,TFAmFvGFR_TDaXeCA8YI1w,5.0,10,100.0
240946,The Santa Barbara Group,The Garage Santa Barbara,icjIOnb1ErT8Wnz5MkQ_Vg,5.0,17,85.1063829787234
240955,Houses In Santa Barbara,Santa Barbara FisHouse,E7RtIisUoRMcADSebBgNAA,3.5,1140,84.44444444444444
240960,Chase Bank,Chase Bank,Ff852WLwy5qyk9-9Sx0h8w,2.5,7,100.0
240961,Ferris Orthodontic Group,Ferris Orthodontic Group,uTM5frkl43QasktcP2--Bg,5.0,43,100.0
240962,Mietus Cornelius OD,"Cornelius J Mietus, OD",UtTscAYLkNCf7R_BfFkpVg,4.5,15,92.6829268292683
240964,Santa Barbara Shoreline Park,Santa Barbara Shoe Repair,nPFRYPMt9c25BGA4gtO4ug,4.0,62,83.01886792452831
240965,Little Rainbow Foot Spa,Little Rainbow Foot Spa,pnsVI4jbOGwzDk5GlHQT5Q,3.5,69,100.0
240967,Malai Thai Massage,Malai Thai Massage,q2RogKPaDfeQz4K7xnIQCA,4.0,58,100.0
240976,Max's Restaurant,Chase Restaurant,-3AooxIkg38UyUdlz5oXdw,3.0,436,81.25
240984,McDonald's,McDonald's,jshnKTsnoXLSez5XD1qo7Q,2.5,56,100.0
240987,Firestone Complete Auto Care,Firestone Complete Auto Care,COsfZt88kF_138_RWqOP1w,3.0,75,100.0
240988,La Cumbre Animal Hospital,La Cumbre Animal Hospital,dsmp50IKQufbf1CaKl9iRw,4.5,80,100.0
240990,Dr. Wilson Wu MD PhD,"Wilson Wu, MD, PHD",jYLwbSEtX6SKYFK9B6rXow,4.0,9,84.21052631578947
240999,Brighten Solar Co,Brighten Solar,IHhWhfgAeQO6By0oqgqOjA,5.0,24,90.32258064516128
241003,Fisher Strength and Health Gym,Fisher Strength and Health Gym ,I-SZ0TYMFK429AUImSJ3DA,5.0,12,100.0
241004,Eller's Doughnut House & Bakery,Eller's Doughnut House & Bakery,xGaYXbXGwagUKPNEaVqbWw,3.0,71,100.0
241005,Fast Lane Oil Change,Fast Lane Oil Change,6VB6alknBnXP89pBuVyZuA,3.0,59,100.0
241006,HotSpring Spa & Patio,HotSpring Spa & Patio,rkdF-Yrz_5ltFm-GxTk-Cw,3.5,9,100.0
241007,Santa Barbara Lampshades,Santa Barbara Lampshades,xlOJ8iFGrhi59Fyc6mwRLA,4.5,15,100.0
241009,Milpas Rental Inc,Milpas Rental,FcT5E4EoNe6dUOPYkenSdw,4.5,9,86.66666666666667
241010,Kids Cuts,Kids Cuts,5IMXGbPXrMdpFPrwKYo-VQ,4.0,34,100.0
241011,Santa Barbara Auto Solutions,Santa Barbara IT Solutions,NyqYpVVIbEQvz6zKE-Fyew,5.0,20,85.18518518518519
241013,Ian's Tire and Auto Repair,Ian's Tire and Auto Repair,W2oMXNZlcY0ZJCLA_Sn61g,4.5,139,100.0
241014,Simply Remembered Cremation Care,Simply Remembered Cremation Care,4U2QkEMQoaKvtrw202Lp9g,5.0,21,100.0
241018,Ian's Tire & Auto Repair,Ian's Tire and Auto Repair,W2oMXNZlcY0ZJCLA_Sn61g,4.5,139,92.0
241021,Antique Center Mall,Antique Center Mall,VB0nKjMvIliHorXE6BqscA,3.5,30,100.0
241024,European Deli & Market,European Deli Market,Ch6O9z9_hHDACROLTr2JUQ,4.5,45,95.23809523809523
241026,U-Haul of Santa Barbara,U-Haul of Santa Barbara,VqXqBWHiiVJ9ysfQ3kDbLg,2.0,59,100.0
241027,The Creekside,The Creekside Bar,ISptOKAGjQnnawYFOz3e4A,4.0,16,86.66666666666667
241030,Rayne Water Conditioning,Rayne Water Conditioning,pa37xLYyVzSLvrTytIo8Uw,4.5,25,100.0
241034,Sierra Property Management,Sierra Property Management,raKflkp3CANr8N7qpQ3ZyQ,2.5,39,100.0
241041,LBPS Events,KB Events,AHJLXDOPff4gtS2fKVeyMw,5.0,37,80.0
241042,Brighten Solar Co.,Brighten Solar,IHhWhfgAeQO6By0oqgqOjA,5.0,24,87.5
241043,Mammoth Moving and Storage,Mammoth Moving & Storage,mmbRGcXBFYWf1EMPrA8b8Q,4.5,19,92.0
241044,Goleta Valley Self Storage,Goleta Valley Self Storage,CCHY-ykC19G1hz7PwgNkDQ,5.0,35,100.0
241047,Meridian Group Real Estate Management,Meridian Group Real Estate Management,1V-DmXlZjlgI-vkZEG9P4w,2.0,92,100.0
241051,Santa Barbara Children's Dental,Santa Barbara Children's Dentistry,skHwbb-SxqFeKHNemu1m8w,5.0,8,89.23076923076923
241052,Servpro of Santa Barbara,SERVPRO of Santa Barbara,XaNaJg7W4BJEP0h06N00MQ,4.5,17,100.0
241057,Bowlero Santa Barbara,BMW Santa Barbara,rlwQdQl4TxRLhqrBN8f9gA,4.0,51,84.21052631578947
241066,Subway,Subway,VciWUuWgNshjkRDPHiFCoQ,3.5,8,100.0
241067,ALBERTSONS #357,Albertsons,lOjaVGb2ZA1W7MdeB7bV5A,4.0,6,80.0
241068,CVS Pharmacy,CVS Pharmacy,OQKKEbPoXqZwSF5CiNWZeQ,1.5,58,100.0
241069,Club Pilates,Club Pilates,7pdiRVxWq53TEPSQPWsU9Q,4.5,6,100.0
241138,Selena Marie Weddings & Events,Selena Marie Weddings & Events,kPb6uUcWkTFrpjG7f5adWw,5.0,9,100.0
241140,Parma Park,Parma Park,Bk39_jYGJjYzL4jpTTZOHQ,3.0,5,100.0
241142,Professional Women Painters,Professional Women Painters,zppnCAAEn_DstvEc1Uhqvg,4.5,10,100.0
241155,Santa Barbara Tennis Club,Santa Barbara Tennis Club,VlWRH24coePpojejYX25Ag,4.0,5,100.0
241156,Santa Barbara Marketplace,Santa Barbara Public Market,6m4A_ciUZn1G302yx1YV1w,4.0,270,88.46153846153845
241157,Tennis Club of Santa Barbara,Santa Barbara Tennis Club,VlWRH24coePpojejYX25Ag,4.0,5,94.33962264150944
241161,Wine Canyon Tours,Wine Canyon Tours,T97hE3STgTgpwda75h6p1w,5.0,152,100.0
241164,Lovewater Surf School,Lovewater Surf School,iiTApETRW5Ksl5m1MUGRug,5.0,28,100.0
241167,Rancho Santa Barbara,RH Santa Barbara,zv_3f5U_-7v3UJzpgfhzGQ,3.0,23,88.88888888888889
241168,Moving Miss Daisy,Moving Miss Daisy,C8E5aOWtr68rmMfi9QcXsQ,5.0,6,100.0
241169,Goodland,Foodland,ENp_DT0yXdIzdk_O8Ti_kQ,3.5,13,87.5
241208,Santa Barbara County Juvenile,Santa Barbara County Limousine,2VhnG5W9n0mp9eTr38nzVA,5.0,7,81.35593220338984
241220,Brian's Heating and Air Conditioning Inc,Brian's Heating & Air Conditioning,dDW8QCJZRBqH4jskKoszdw,4.5,11,86.48648648648648
241231,State Street Auto Detail,State Street Auto Detail,EHKSBaFVCUwv-aZY2XEKtA,3.0,5,100.0
241232,Dodo Limo & Transportation,Dodo Limo & Transportation,ULORSTWTa5PbyjM6K4tWDA,4.5,15,100.0
241234,iSurf,iSurf,OG24_DwywdSHyso2CCcp5g,5.0,46,100.0
241236,Santa Barbara Roman Catholic,Santa Barbara Chicken Ranch,eBxc95u_Gcs9bLST0UntOQ,4.0,378,80.0
241237,Rocky Nook Park,Rocky Nook Park,C4uaJyg6FumMbX7YQWpYrQ,4.5,12,100.0
241244,University of CA Santa Barbara,University Club of Santa Barbara,k3lTRgvPvYUI-cX7_TAqNA,5.0,76,93.5483870967742
241246,Santa Barbara Teachers Federal Credit Union,Santa Barbara Teachers Federal Credit,T0azNJYlflPXBTFU83W4Qw,4.0,7,92.5
241253,Balloon Affair,Balloon Affair,Pl1C5l6qopDMltjDAcs4DQ,4.0,9,100.0
241263,Lotusland,Lotusland,dKuSZlhFwYj4wetpmOQakA,4.5,98,100.0
241267,Pacific Diagnostic Laboratories,Pacific Diagnostic Laboratories,arSpgFeGqZpFk3wQMmSjcw,2.5,34,100.0
241270,Images by Valerie,Images By Valerie,LqKN4dpnA9qo9q5con5A4A,4.5,8,100.0
241277,Sarita Relis Photography,Sarita Relis Photography,c5zYF9LghAGh4u_y2LlGPQ,5.0,19,100.0
241278,Santa Barbara Prius Dealership,Santa Barbara Precious Metals,NHUzPRp69b356pjpA9UM4Q,4.5,13,81.35593220338984
241281,Sansum Clinic Radiology,Sansum Clinic Pesetas Radiology,ogmDAwjNbbjLt5Krqez2vw,2.5,9,85.18518518518519
241284,IHOP,IHOP,T2otvNcawDSkhykOG2tOLA,2.5,113,100.0
241285,Shell,Shell,FVu6kUpm_e8jj6pPj_DwvQ,2.5,14,100.0
241286,Santa Barbara Mental Health,Gentle Dental Santa Barbara,cRg8dJQLyrSymyli4WxNXg,2.0,55,81.4814814814815
241288,The Point Market,The Point Market,GmOfZHgU9fm75f1nmVZnNA,3.5,7,100.0
241291,Santa Barbara County Rideshare,Santa Barbara County Limousine,2VhnG5W9n0mp9eTr38nzVA,5.0,7,80.0
241295,Santa Barbara VA Clinic,Santa Barbara Herb Clinic,pNuUx7_HDBCVaInwn5aIjw,4.0,9,83.33333333333334
241298,Santa Barbara Environmental,Santa Barbara Elopement,fok0RbheKRSnf9o0Am0QkQ,5.0,15,80.0
241299,Santa Barbara County Elections Office,Santa Barbara County Limousine,2VhnG5W9n0mp9eTr38nzVA,5.0,7,80.59701492537313
241304,Patterson Self-Storage,Patterson Self-Storage,JoHtbl1QSBdZRE05U73mow,4.0,13,100.0
241329,Fuel Depot,Fuel Depot,Vb-9SshcFWWDNcLYgCAtkw,2.5,6,100.0
241333,ARCO,ARCO,akjci9MICIgNnUYJdr8mXg,2.0,9,100.0
241353,Union Bank,Union Bank,YW9bxMWQ3lUoi64lirtZYg,3.0,5,100.0
241359,Starbucks,Starbucks,KiE0h68HGOO7ZXAqkMBdiw,2.5,35,100.0
241360,Shell,Shell,FVu6kUpm_e8jj6pPj_DwvQ,2.5,14,100.0
241361,Santa Barbara County Employee University,University Club of Santa Barbara,k3lTRgvPvYUI-cX7_TAqNA,5.0,76,80.55555555555556
241363,Big Green Cleaning Company,Big Green Cleaning Company,9qr23AuqJ6ZplKlHCdd6FQ,3.5,8,100.0
241369,Ocean Jewel Santa Barbara,Santa Barbara Loan & Jewelry,z-dnUiZVUWnDyZgqGVHCEw,3.5,5,86.79245283018868
241377,Fuel Depot,Fuel Depot,Vb-9SshcFWWDNcLYgCAtkw,2.5,6,100.0
241386,Frog Bar & Grill,Frog Bar & Grill,fnGZspqyamRremXor0sAyg,4.0,16,100.0
241400,Denny's,Denny's,icGg8xgDJVufg-xptMrDGw,2.5,158,100.0
