yelp_id,name,category,latitude,longitude,yelp_rating,yelp_review_count,city,is_open
gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,"Steakhouses, Sushi Bars, Restaurants, Japanese",34.4169836,-119.6955563,3.5,488,Santa Barbara,1
yMXgFFx-KjmT_QItAuk_Ew,The Dress,"Accessories, Graphic Design, Local Services, Fashion, Professional Services, Sewing & Alterations, Bridal, Shopping",34.4207737,-119.6992824,5.0,71,Santa Barbara,1
izvWEbpTZMe0t5l1FrtbgQ,Home Furnace & Air Conditioning,"Heating & Air Conditioning/HVAC, Insulation Installation, Home Services, Plumbing, Local Services, Air Duct Cleaning, Chimney Sweeps, Water Heater Installation/Repair",34.4176604,-119.70155,4.5,23,Santa Barbara,1
ezc9d8pMAsIv80b2EeNUXw,Electric Bikes by Wheel Fun Rentals,"Bike Rentals, Active Life",34.4125201,-119.6900673,4.5,10,Santa Barbara,1
zu4p6IZLSVn2Noto-vcwzw,East Beach Grill,"Breakfast & Brunch, Restaurants, American (Traditional)",34.4170185,-119.6689747,3.5,169,Santa Barbara,0
Y6EzodWj1tZqSd0Lz1avfQ,Bay Club SB Downtown,"Fitness & Instruction, Active Life, Gyms, Sports Clubs, Trainers",34.4206296,-119.7022894,5.0,6,Santa Barbara,0
jrjrFR7A3eit5345oRBirg,Dodge City Shooters Supply,"Guns & Ammo, Archery, Shopping, Active Life, Building Supplies, Gun/Rifle Ranges, Home Services",34.4413620751,-119.7557568,3.5,15,Santa Barbara,0
dKAu4j6GskdIvyiBy9QFhw,Layla Threading,"Hair Removal, Beauty & Spas",34.4194259,-119.6989014,2.5,13,Santa Barbara,0
jLn69WQupjsDKrbPw_nlGQ,Yogurtland Santa Barbara,"Ice Cream & Frozen Yogurt, Food",34.418154,-119.697609,4.0,125,Santa Barbara,1
YyzkEQCnzj9FaRE-g6vNmg,Gold Cab Taxi,"Airport Shuttles, Taxis, Hotels & Travel, Transportation",34.4208305,-119.6981901,4.0,43,Santa Barbara,1
1NQ2tjNj3qQt1sXXSGSsiA,Members Only Barber Shop,"Beauty & Spas, Barbers",34.4308995,-119.7150007,4.0,9,Santa Barbara,1
dv6tq79a0PhoFphStXkqcQ,Jamba Juice,"Juice Bars & Smoothies, Food",34.411499,-119.849012,3.0,15,Santa Barbara,1
vQqeN90Qg3zPHvDeSeD2og,Renaissance Fine Consignment,"Used, Vintage & Consignment, Shopping, Personal Shopping, Women's Clothing, Jewelry, Fashion, Accessories",34.4231189,-119.7036811,4.0,41,Santa Barbara,1
PCdUGmen2XmorOcnd0CA6Q,"Gregory S Keller, MD FACS","Health & Medical, Cosmetic Surgeons, Doctors",34.431677,-119.7211799,3.5,6,Santa Barbara,1
Oh5Or6DRzWQqQ29riTtjVA,Arnett Gunson Facial Reconstruction,"Doctors, Dentists, Health & Medical, Medical Spas, Cosmetic Surgeons, Orthodontists, Oral Surgeons, Beauty & Spas",34.432684,-119.8092758,4.5,32,Santa Barbara,1
-hFea2XAzx7fk-tuuBGP1A,"Terrence Early, MD - Interventional Psychiatry Association","Health & Medical, Psychiatrists, Doctors",34.4300867,-119.7141139,3.5,11,Santa Barbara,1
qq7sVMcG2dsL77D400p0WA,Brooks Institute of Photography,"Education, Specialty Schools",34.4370391,-119.6948694,2.0,5,Santa Barbara,0
6VVbLYay8czrjKJ4xRoTxQ,Judge For Yourself Cafe,"Restaurants, Breakfast & Brunch",34.4259896,-119.7026565,4.5,110,Santa Barbara,1
8-ZExybRuyyXZf6aESgc3g,Paseo Nuevo Shopping Center,"American (Traditional), Restaurants, Shopping Centers, Shopping, Local Flavor",34.418991,-119.699996,4.0,125,Santa Barbara,1
4KAuy-zNBxD9QvnkldwEww,The Marquee,"Restaurants, Bars, American (New), Nightlife, Wine Bars",34.4236656,-119.7048233,4.0,45,Santa Barbara,0
2Onw97BVHHr_B0sgloC2EA,Santa Barbara Airbrush Tanning,"Tanning, Beauty & Spas",34.420334,-119.7107494,5.0,5,Santa Barbara,0
_hmHH1uJsl3vA7zUx1QduQ,Artemis Animal Clinic,"Veterinarians, Pets",34.44006,-119.737794,4.0,10,Santa Barbara,1
ewFBNKZUvPOaMaeWwWfwyA,Miss Behavin,"Jewelry, Fashion, Accessories, Women's Clothing, Shopping",34.4192864,-119.6999211,4.5,26,Santa Barbara,1
ASZHu03cP_-ozRGpjokCRQ,Autohaus,"Auto Repair, Automotive",34.4181977,-119.690642,5.0,14,Santa Barbara,1
6aean82jIEp9ScEVowVJMA,Ace Rivington,"Shopping, Shoe Stores, Men's Clothing, Fashion, Hats, Accessories",34.4227274,-119.703303,5.0,36,Santa Barbara,1
f5sQmbttj4pSvFSJTApcPA,Velo Pro Cyclery,"Bikes, Shopping, Sporting Goods, Active Life, Bike Rentals",34.4396985,-119.744299,4.5,49,Santa Barbara,1
jZncFsMQdrq268OHq_Q6uw,Super Cuca's Taqueria,"Restaurants, Mexican",34.402527,-119.724409,4.0,108,Santa Barbara,1
zn9Y2K3_3peB7qC0BEbJvg,Santa Barbara Yacht Club,"Local Flavor, Boating, Active Life",34.4029439667,-119.6936416626,4.0,16,Santa Barbara,1
p24WQi5uDBErpmMDUwDm-A,Sophie's French Maids,"Home & Garden, Home Cleaning, Office Cleaning, Professional Services, Home Services, Shopping, Carpet Cleaning, Local Services, Window Washing",34.4208305,-119.6981901,4.0,31,Santa Barbara,1
eX7cchZJY6aCEmObk7Aipg,Neptune Society,"Local Services, Funeral Services & Cemeteries",34.4403198,-119.7624331,2.5,24,Santa Barbara,1
R93mEcQ1pjq7q3LzShi3ow,"Villa Craft Beer, Wine & Kitchen","Bars, Restaurants, Nightlife, Sandwiches, American (New), Tapas Bars, Wine Bars",34.4195407,-119.6963589,5.0,77,Santa Barbara,1
mE8fmz0IcLp4CtDGupIWkQ,Tunnel Trail Hike,"Active Life, Hiking",34.450028,-119.710386,4.5,7,Santa Barbara,1
T0ySNMaUAoUBxSZESay5ug,Pacific Paper,"Home Services, Shopping, Packing Supplies, Movers, Office Equipment",34.4166725,-119.6871011,4.5,8,Santa Barbara,1
SAYSrMGaJvLUbHfKZZ93eQ,Carroll Plumbing & Maintenance,"Home Services, Contractors, Handyman, Plumbing, Heating & Air Conditioning/HVAC, Water Heater Installation/Repair",34.4367967797,-119.7266402057,3.0,29,Santa Barbara,1
b_CINVwS45VYbf_y8sCbaQ,Channel Islands Surfboards,"Shopping, Sporting Goods, Fashion, Surf Shop",34.4141608,-119.6890602,3.5,33,Santa Barbara,1
rjeH0b1F7qj2gxxOO8vzYA,VCA Care Specialty and Emergency Animal Hospital,"Emergency Pet Hospital, Pets, Pet Sitting, Veterinarians, Pet Groomers, Pet Services",34.4202566,-119.6921887,3.5,94,Santa Barbara,1
EBXdLr7NCZdUg3EPLCliyQ,Make Smith Leather Co.,"Fashion, Shopping, Leather Goods, Customized Merchandise, Accessories",34.4218714,-119.6975077,5.0,9,Santa Barbara,1
Y8Aj1vEHKUtY2Wb1dmvRPw,Badasci Mobile Auto repair,"Automotive, Auto Repair",34.420334,-119.7107494,4.0,10,Santa Barbara,1
RvpM--0mCVEBGiPNTekxlA,Luce Salon,"Beauty & Spas, Hair Salons",34.4016932,-119.7212382,4.5,20,Santa Barbara,1
McyQ9oz-Gk2Q4cjK4jKuPg,Drain Masters,"Septic Services, Home Services, Local Services, Plumbing",34.43,-119.8,4.5,24,Santa Barbara,1
XLKBIY3UJsAxd4QnpvL9xQ,Santa Barbara Radiator,"Auto Repair, Automotive",34.4150679,-119.6953127,4.0,5,Santa Barbara,0
NIQWO-Q_F598XlAvZnFVCA,Eureka!,"Restaurants, American (Traditional), Lounges, Nightlife, Bars, Burgers, American (New)",34.4186116,-119.7001508,4.0,961,Santa Barbara,1
KXVC9UqRtRxRvLOn6pVBYw,Glow Beauty Boutique,"Beauty & Spas, Hair Removal, Waxing, Makeup Artists, Spray Tanning, Tanning, Skin Care",34.4290621,-119.7177594,5.0,33,Santa Barbara,0
BEzvmorW8ILha6tcSxBBwA,Valentino's Take N Bake Pizza,"Salad, Sandwiches, Restaurants, Pizza",34.439746,-119.770649,4.5,69,Santa Barbara,1
I955zVLBep9-73rFl7ZXpQ,Bonnie R Hill Skin Care,"Hair Removal, Skin Care, Beauty & Spas",34.4064997477,-119.7265718336,5.0,5,Santa Barbara,1
iiJE62zfvy2gYtD-77Av8w,Woolfolk's Refinishing,"Home Decor, Home & Garden, Contractors, Local Services, Furniture Repair, Arts & Crafts, Shopping, Home Services, Musical Instruments & Teachers, Refinishing Services, Antiques",34.4212467,-119.692783,4.5,5,Santa Barbara,1
A-jhS7TQlttCcMxkKxCoyA,Knapp's Castle,"Active Life, Hiking",34.5230044531,-119.7930129932,4.0,100,Santa Barbara,0
R_idF34vAnYIBiTbRHMCJw,Wolfe & Associates Property Services,"Real Estate, Home Services, Property Management",34.435956,-119.810565,2.0,60,Santa Barbara,1
wK9fSzKe4QsavkXUT4PHIg,Santa Barbara Tire and Service Center,"Auto Parts & Supplies, Oil Change Stations, Auto Repair, Tires, Automotive",34.4353513,-119.7254839,4.5,109,Santa Barbara,1
6cnHwjHLcAtIuMN0C6Kpbw,Buckles 'N' Brews Invitational,"Hotels & Travel, Arts & Entertainment, Beer Tours, Beer, Wine & Spirits, Food, Festivals, Tours",34.4090304175,-119.6951916436,4.5,10,Santa Barbara,1
92NfqTHsKn_BRqCBV4phrg,Santa Barbara Gymnastics Club LLC,"Event Planning & Services, Gymnastics, Active Life, Party & Event Planning, Professional Sports Teams, Arts & Entertainment",34.4403294,-119.7624473,3.0,13,Santa Barbara,1
VOhZZ_8YhJ1mw8zmuw4k-w,Magnolia Liquors,"Food, Beer, Wine & Spirits",34.4352748,-119.8027861,2.5,7,Santa Barbara,1
jqwAP7xJkEZVrl_s-r0k0w,Beads,"Jewelry, Art Supplies, Arts & Crafts, Shopping",34.4219265,-119.6975083,4.5,10,Santa Barbara,1
vh229jJXjCCdO-b4K-JIIw,Cottonwood Canyon,"Wine Tasting Room, Arts & Entertainment, Food, Wineries",34.4157725,-119.6910882,4.5,25,Santa Barbara,0
16O3jxqYoknCeo9cTJtaGQ,Solutions Painting,"Painters, Drywall Installation & Repair, Home Services, Pressure Washers",34.4163394,-119.7128362,4.0,5,Santa Barbara,1
eukRpR47MDH4XXfU_Dul9Q,Madam Lu,"Restaurants, Chinese",34.440642,-119.7392725,3.5,136,Santa Barbara,1
4_JJl_mlIEI9Ui9rOHHwMA,Wine & Horse Tours,"Hotels & Travel, Horseback Riding, Tours, Arts & Entertainment, Wineries, Wine Tours, Food, Active Life",34.420334,-119.7107494,3.5,7,Santa Barbara,1
c6Oi6QctHxIbkn0HBS7bgw,Josette Tkacik,"Active Life, Dance Studios, Fitness & Instruction",34.4225162,-119.7005319,5.0,11,Santa Barbara,1
uxphf0dyD5u6Cikhf4f2aw,Alaris Fitness,"Gyms, Fitness & Instruction, Active Life, Trainers",34.4178675,-119.7038255,5.0,8,Santa Barbara,0
6afesz8yZhjOgijkWl4jig,The Coffee Bean & Tea Leaf,"Food, Restaurants, Coffee & Tea",34.4198503998,-119.699920719,3.5,77,Santa Barbara,0
LCiTYZu28hh29TVCeRrc9A,Santa Barbara Face Painting and Henna,"Henna Artists, Event Planning & Services, Makeup Artists, Face Painting, Beauty & Spas",34.446925,-119.742822,5.0,9,Santa Barbara,1
_fvj-WTJvNlTEsK8xqmv0w,Las Positas Mobil,"Automotive, Auto Repair, Smog Check Stations, Gas Stations",34.4268787,-119.7341904,3.0,17,Santa Barbara,0
TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,"Restaurants, American (Traditional), American (New), Salad, Pizza, Gluten-Free",34.418802,-119.700585,3.0,193,Santa Barbara,1
fxHHCt622p--Zbqcmv9_MQ,Colleen Elizabeth Salon and Spa,"Skin Care, Hair Removal, Massage, Eyelash Service, Hair Salons, Day Spas, Makeup Artists, Beauty & Spas",34.4397441,-119.7513582,4.5,101,Santa Barbara,1
nQc_JizWRAOC9RE_-eZemA,WINK,"Beauty & Spas, Threading Services, Eyelash Service, Waxing, Hair Removal, Eyebrow Services, Tanning, Skin Care, Spray Tanning",34.401548,-119.7206257,5.0,27,Santa Barbara,1
h7felG8kSEuYpkYBhMwCmA,Q's Billiard Club & Sushi-a-go-go,"Restaurants, Sushi Bars",34.4159101,-119.6948142,3.5,28,Santa Barbara,0
eWGUz12uvX7ZCTvEEnzVVQ,PULSE Fitness Santa Barbara,"Gyms, Yoga, Fitness & Instruction, Active Life, Pilates",34.4010923,-119.7214959,4.5,21,Santa Barbara,1
dxYndBe84R3j0tW-tssDZg,Cana Flowers,"Florists, Shopping, Flowers & Gifts",34.433937,-119.730274,4.0,5,Santa Barbara,0
LqKN4dpnA9qo9q5con5A4A,Images By Valerie,"Photographers, Event Photography, Session Photography, Event Planning & Services",34.4429344,-119.752795,4.5,8,Santa Barbara,1
wnwpWnwluDF4KX62NnrpIA,Cornerstone Home Lending,"Home Services, Mortgage Lenders, Financial Services, Mortgage Brokers, Real Estate",34.42958,-119.7129485,5.0,9,Santa Barbara,1
qkHZ4upi7Ho2ru5kzN_9nA,Santa Barbara Pest Control,"Gardeners, Landscaping, Local Services, Pest Control, Home Services, Wildlife Control, Tree Services, Arts & Entertainment",34.4248871,-119.6871905,4.5,11,Santa Barbara,1
sct6pVdhIg7Fpc3zE7eA0A,"Gregg Welsh, Oral & Maxillofacial Surgery","Dentists, Oral Surgeons, General Dentistry, Doctors, Health & Medical, Pediatric Dentists",34.4397524,-119.7513563,3.0,21,Santa Barbara,1
DEegOHB-VnPXsptrCf3qMA,Mac's Grog N Groc,"Food, Mexican, Restaurants, Grocery",34.4178926,-119.6947518,4.0,5,Santa Barbara,0
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,"Sandwiches, Restaurants, American (New)",34.400863,-119.722647,4.5,87,Santa Barbara,1
Vtg5FQUaVJ79-1agkwIloA,Eco Friendly Cleaners - Goleta,"Dry Cleaning & Laundry, Laundry Services, Shoe Repair, Local Services, Sewing & Alterations, Dry Cleaning",34.4365576,-119.802794,3.5,36,Santa Barbara,1
6g3P8EoMq0EVvjk7COymdQ,Tolan & Associates,"Professional Services, Financial Services, Accountants, Tax Services",34.439969,-119.738648,5.0,6,Santa Barbara,1
oq4-qHT6EJeR81GBDq1OVg,Italian Grocery & Deli,"Food, Sandwiches, Restaurants, Delis, Grocery",34.4242746,-119.6946696,4.0,47,Santa Barbara,0
rVmgL8tSmx4LOOU9e0JWBw,MELLER WILLIAM MD,"Internal Medicine, Health & Medical, Doctors",34.4405714,-119.7266406,2.0,27,Santa Barbara,1
1qGj9-15Lj5Wn8igQQkS_w,All Saints-by-the-Sea Episcopal Church,"Religious Organizations, Churches",34.4210393,-119.6314612,4.0,6,Santa Barbara,1
AV40aCwMnAeMRJRdt2pFGA,Gracie Barra Brazilian Jiu-Jitsu,"Gyms, Brazilian Jiu-jitsu, Amateur Sports Teams, Martial Arts, Muay Thai, Professional Sports Teams, Arts & Entertainment, Kickboxing, Active Life, Fitness & Instruction",34.422028,-119.702213,5.0,21,Santa Barbara,1
SSDFdt8SkZswZWJ9urp8rA,LensCrafters,"Health & Medical, Optometrists, Doctors, Eyewear & Opticians, Shopping, Ophthalmologists",34.4381591,-119.7495026,3.0,72,Santa Barbara,1
6HKIfenWg3zt2CYx4D5r_Q,Tepeyac Taquitos,"Mexican, Restaurants",34.418932,-119.704239,3.5,6,Santa Barbara,0
Js3m_GdqNUGnEgXJ8WMtfQ,Hana Kitchen,"Bubble Tea, Restaurants, Food, Asian Fusion, Vegan, Acai Bowls",34.416504,-119.6956177,3.0,253,Santa Barbara,1
zGvBaY28FqD__tImfy7GuA,Carrillo Recreation Center & Ballroom,"Recreation Centers, Venues & Event Spaces, Active Life, Event Planning & Services, Dance Studios, Fitness & Instruction",34.4226364,-119.7001794,4.5,6,Santa Barbara,1
jshnKTsnoXLSez5XD1qo7Q,McDonald's,"Coffee & Tea, Fast Food, Food, Restaurants, Burgers",34.440871,-119.753054,2.5,56,Santa Barbara,1
MdHjxZu4gvV7si2Calws8w,Origins Integrative Medicine,"Nutritionists, Naturopathic/Holistic, Family Practice, Doctors, Pain Management, IV Hydration, Health & Medical, Preventive Medicine",34.4245483,-119.6981006,4.5,12,Santa Barbara,1
ZRYJpwDcGut_SXWzc32I_Q,Mindful Habits,"Vitamins & Supplements, Shopping",34.4167547,-119.6950571,3.5,11,Santa Barbara,0
lsAl8Pk8w_XG-p3bTXGKiA,Cottage Children's Medical Center,"Medical Centers, Community Service/Non-Profit, Pediatricians, Health & Medical, Doctors, Local Services, Hospitals",34.4299471592,-119.7233820528,3.0,82,Santa Barbara,1
l7tXTDmcYR6jeYwZ3NhOIA,Anacapa Plumbing,"Utilities, Water Purification Services, Water Heater Installation/Repair, Home Services, Solar Installation, Plumbing",34.420354,-119.690923,4.5,96,Santa Barbara,1
EtGFDdjui_Hww78JU4XoXg,7-Eleven,"Convenience Stores, Food, Coffee & Tea",34.4256965483,-119.6839676052,3.0,6,Santa Barbara,1
GBD-YjcOD1nG0wv4L0Lvfg,Venus in Furs,"American (Traditional), Restaurants, Wine Bars, Pizza, Cocktail Bars, Bars, Vegan, Nightlife",34.4182166,-119.6961201,5.0,24,Santa Barbara,1
ntQxbe5eaSJ2zW3jFU9j2Q,Coastal Winery,"Arts & Entertainment, Wineries, Food, Specialty Food, Beer, Wine & Spirits",34.4100055,-119.6857203,3.5,6,Santa Barbara,0
j5L5ymg1YwIHQ6mgaElJqQ,One Hour Martinizing,"Dry Cleaning & Laundry, Local Services, Laundry Services",34.440085,-119.7366707,2.0,13,Santa Barbara,1
A2-SK2Y9rC7fsDDL56QB7Q,Forever 21,"Women's Clothing, Accessories, Shopping, Men's Clothing, Fashion",34.4204336,-119.7010197,2.5,47,Santa Barbara,0
PZ-JJDa1iZRQ5FdupIwJtg,"Clara G. Mora, DDS","General Dentistry, Endodontists, Health & Medical, Cosmetic Dentists, Dentists",34.4388482046,-119.7243510041,4.5,10,Santa Barbara,1
bySoFVPOK7cktWI5pqqoNw,Action Roofing,"Home Services, Gutter Services, Shopping, Roofing, Hardware Stores, Building Supplies, Contractors, Home & Garden",34.4247601,-119.6913639,4.5,19,Santa Barbara,1
il96Vogubo7A-iWctin16w,Big City Futon,"Home & Garden, Shopping, Furniture Stores, Mattresses",34.4400944,-119.7405906,2.5,7,Santa Barbara,1
GmOfZHgU9fm75f1nmVZnNA,The Point Market,"Gas Stations, Propane, Local Services, Convenience Stores, Food, Automotive",34.4270394,-119.734822,3.5,7,Santa Barbara,1
gkwSfsu1bxyTzTY3XCW0DA,Kimpton Canary Hotel,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",34.420436736,-119.7026383222,4.0,481,Santa Barbara,1
jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,"Restaurants, Japanese, Sushi Bars",34.4401926268,-119.7415157408,4.5,270,Santa Barbara,1
1pd4VYTww1UWDVai2r2RKg,805 Boba,"Bubble Tea, Juice Bars & Smoothies, Food",34.4189482,-119.69974,3.0,248,Santa Barbara,1
KuKOSr4ueomTctc23KJHRw,Healthy Pet,"Pet Stores, Pets",34.4405864,-119.728962,5.0,44,Santa Barbara,1
gE3-WycDmYLb7Uv1j8K8UQ,Douglas Cicileo Tree and Arborist Services,"Home Services, Tree Services",34.420334,-119.7107494,5.0,7,Santa Barbara,1
tS47dXDlx9t-6B_F56cKUA,Chipotle Mexican Grill,"Restaurants, Mexican, Fast Food",34.439503969,-119.7491598645,2.0,97,Santa Barbara,1
azMFjlYACqGkTm6Vin3rwQ,Santa Barbara Mattress,"Furniture Stores, Home & Garden, Mattresses, Shopping",34.4185685,-119.7033538,4.0,31,Santa Barbara,1
pa37xLYyVzSLvrTytIo8Uw,Rayne Water Conditioning,"Plumbing, Home Services, Professional Services, Water Purification Services",34.4401693,-119.8097733,4.5,25,Santa Barbara,1
OXZyNord5kMOa495-phxXw,Gavas Alterations,"Local Services, Sewing & Alterations",34.4234333,-119.7052669,4.5,10,Santa Barbara,1
vZl4hptxF7mfeHmMPddD3w,Atelier by Anastacio,"Men's Hair Salons, Beauty & Spas, Hair Salons, Hair Stylists",34.437269,-119.7483044,5.0,6,Santa Barbara,1
wlNz1dwKtbrMpqH-nlRkBA,Chandler Men's Salon,"Barbers, Beauty & Spas",34.413987,-119.6888018,5.0,20,Santa Barbara,0
aYcodGJ_8-VcwWHydXGwzA,Beautiful You,"Beauty & Spas, Spray Tanning, Tanning",34.4218662,-119.6564808,5.0,14,Santa Barbara,1
jNWePdDkWzwt4oQ5UZulIg,Faitell Attractions,"Interior Design, Home & Garden, Furniture Stores, Home Services, Shopping, Shades & Blinds",34.4180107,-119.6976141,5.0,10,Santa Barbara,1
hr3_zJNr3zK2yCZSIJEzWA,West Coast Hardwood Floors,"Flooring, Refinishing Services, Home Services",34.4294873,-119.7980256,5.0,5,Santa Barbara,1
0jpFptAehZhLl3nkhHDanA,Belmond El Encanto,"Restaurants, Event Planning & Services, Hotels, Hotels & Travel",34.4388519,-119.7043733,4.0,331,Santa Barbara,1
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,"Breakfast & Brunch, American (New), Cafes, Restaurants",34.4384628659,-119.7483475497,3.5,175,Santa Barbara,0
_uAEKIr-7CIkaYWvG2U_NQ,Instrumental Music,"Local Services, Musical Instrument Services, Shopping, Musical Instruments & Teachers",34.4406545,-119.7357282,4.5,23,Santa Barbara,0
-TArOdux8Z4oH-jIM1FJuQ,Bistro 1111,"Breakfast & Brunch, American (New), Restaurants",34.4176524,-119.6691214,3.5,63,Santa Barbara,0
yFHFfDAnnrO6JQY-AgTgQw,Upper Oso Campground,"Campgrounds, Hotels & Travel",34.5399483,-119.8489789,4.0,13,Santa Barbara,1
_dNk5IpkVVyN2nWMXTA2eA,Laplace Wine Bar & Shop,"Nightlife, Shopping, Flowers & Gifts, Beer, Wine & Spirits, Gift Shops, Wine Bars, Bars, Food",34.4161852507,-119.6898369491,4.5,17,Santa Barbara,0
c1xuic_qvUfSIr-if6nSUQ,Relais de Paris,"French, Food, Restaurants",34.4196085,-119.6989832,4.0,135,Santa Barbara,0
HKpj4WhMCtcpkaMhBtpACQ,"Cynthia Copeland, DDS,AIAOMT - Whole Health Dentistry","Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Orthodontists",34.4296386,-119.7126727,4.5,10,Santa Barbara,1
KSwm9WA4we2qi4TmMASNfA,Town and Country Event Rentals,"Event Planning & Services, Party Equipment Rentals",34.4179758033,-119.6834139,5.0,5,Santa Barbara,1
DnqMITzlJwE4io3FKI8CiQ,UC Santa Barbara Family Vacation Center,"Hotels & Travel, Event Planning & Services, Hotels",34.41742,-119.845692,5.0,84,Santa Barbara,1
T33982lrqDobYvS-WX2ltg,Sensational Pets,"Aquariums, Pet Services, Pet Sitting, Active Life, Pet Stores, Pets",34.44006,-119.737794,4.5,33,Santa Barbara,1
XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,"Pizza, Restaurants, Sandwiches, Salad",34.4405277,-119.7290589,3.5,131,Santa Barbara,1
IfvmZrPV765uXqGNN4DLjg,Mary Jane Photography,"Event Planning & Services, Photographers, Event Photography, Session Photography",34.420334,-119.7107494,5.0,9,Santa Barbara,1
2N6-zI2BNZwlw3ZmRIYbqw,De La Vina Shoe Repair,"Local Services, Shoe Repair, Shoe Shine",34.4286942311,-119.716479704,3.5,28,Santa Barbara,0
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,"Coffee Roasteries, Acai Bowls, Food, Coffee & Tea, Sandwiches, Bagels, Restaurants, Cafes",34.4214524,-119.690428,4.5,240,Santa Barbara,1
vFTf9qG8QnGIIcfU8VkO8w,Coastal Concierge,"Wine Tours, Hotels & Travel, Tours, Transportation, Limos, Event Planning & Services",34.4224525,-119.7049972,5.0,16,Santa Barbara,1
haMQo__sLyQgNAjVKfSwfQ,Zia Group,"Real Estate Agents, Real Estate, Home Services, Real Estate Services",34.4190051794,-119.7091746371,5.0,55,Santa Barbara,1
NQy23QzNWwtQfFCOMUJxvg,Positively Electrical,"Security Systems, Lighting Fixtures & Equipment, Electricians, Home Services, Solar Installation",34.5084312,-119.7310213,5.0,29,Santa Barbara,1
Qu2boQf_Ay0yf1_NHtAC7w,Drayton Automotive,"Auto Repair, Automotive",34.4168731,-119.6951394,1.0,5,Santa Barbara,0
jz-SIdTOoOp8JAUXqECK_g,American Apparel,"Men's Clothing, Fashion, Women's Clothing, Shopping, Accessories",34.4192285,-119.6992415,4.0,5,Santa Barbara,0
9YFeX5sbn785n31iR3I77Q,Happy Cow Cookies,"Food, Caterers, Event Planning & Services, Bakeries, Desserts, Food Delivery Services",34.420334,-119.7107494,5.0,10,Santa Barbara,0
UVF59iJepR3kpuG-1HMiQA,Secret Garden Inn & Cottages,"Event Planning & Services, Bed & Breakfast, Hotels & Travel, Hotels",34.4272406,-119.716988,3.5,109,Santa Barbara,1
lvV8nlpLcTADBni2tSSv7g,"Dentistry in Paradise-Kevin Miller, DDS","Periodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical",34.4377205,-119.808172,5.0,39,Santa Barbara,1
Ksz_jsyyK3Zjlq_Cz81ZBA,Adama Vegan Comfort Cuisine,"Restaurants, Vegetarian, Vegan",34.415687561,-119.6960067749,4.0,238,Santa Barbara,0
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,"Farmers Market, American (Traditional), American (New), Food, Restaurants",34.4299488,-119.6907914,4.5,140,Santa Barbara,1
ghLjxj4HoSHdflBEz2lIqA,Gelson's,"Bakeries, Restaurants, Delis, Grocery, Specialty Food, Health Markets, Beer, Wine & Spirits, Food, American (New)",34.439341,-119.735118,3.5,110,Santa Barbara,1
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,"Nightlife, Soul Food, Restaurants, Comfort Food, Local Flavor",34.416198,-119.6951589,4.5,140,Santa Barbara,0
JjNejuk84OdPCJsmYMK4iA,Montecito Village Travel,"Event Planning & Services, Travel Services, Travel Agents, Hotels, Hotels & Travel",34.439849,-119.7359487,4.5,9,Santa Barbara,1
dsmp50IKQufbf1CaKl9iRw,La Cumbre Animal Hospital,"Pets, Veterinarians",34.4407092669,-119.7519481,4.5,80,Santa Barbara,1
iAeHykjHzvchWTJGgb-7qQ,Regrout,"Home Services, Grout Services",34.4397139,-119.7897007,2.0,5,Santa Barbara,1
JW4KT7Ia8QHd1cimMatkhQ,AutoSounds,"Car Window Tinting, Auto Glass Services, Wheel & Rim Repair, Car Stereo Installation, Automotive",34.4202404,-119.7047585,3.5,12,Santa Barbara,1
ZZQs5sQpWnYOfolSb3CXMA,Mason Beach Inn,"Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast",34.4094606,-119.6947742,3.5,122,Santa Barbara,1
hFfL3S0wdeFJYrFvPblJmA,Kiss Kiss Makeup by Melinda Diaz,"Beauty & Spas, Makeup Artists",34.420334,-119.7107494,5.0,5,Santa Barbara,1
jRUMx5_klPfszKmB9PmEgQ,Bella Rosa Galleries,"Used, Vintage & Consignment, Local Services, Accessories, Fashion, Jewelry, Antiques, Jewelry Repair, Arts & Entertainment, Art Galleries, Shopping",34.4224619,-119.7032676,5.0,48,Santa Barbara,1
UAt42UOX6yUWtgg22i7p-g,Santa Barbara DMV,"Departments of Motor Vehicles, Public Services & Government",34.4131085,-119.7013217,2.5,27,Santa Barbara,1
V8dZigOlI5fjpRxgOWwY3g,Santa Barbara Backroads Wine Tours,"Food, Arts & Entertainment, Wine Tours, Hotels & Travel, Wineries, Tours",34.4224525,-119.7050212,4.5,36,Santa Barbara,0
